[41,15,67,20,31,23,67,39,41,21,27,68,37,2,55,10,68,43,66,66,46,4,62,30,42,41,39,3,57,50,13,56,59,8,63,41,57,38,51,56,60,29,61,66,3,51,32,39,19,41]
[61,48,9,7,27,40,32,32,67,38,61,1,17,31,64,34,58,68,55,27,30,21,16,34,2,23,7,29,63,12,35,31,48,56,59,17,57,26,48,11,29,70,23,64,50,46,7,43,43,3]
[31,10,47,16,62,38,43,20,11,35,56,22,27,66,30,18,8,47,38,18,52,2,20,9,60,63,28,27,31,38,13,40,59,39,18,36,17,60,64,68,3,46,21,48,5,16,68,52,58,43]
[70,18,39,0,21,46,12,57,56,67,58,35,49,43,68,46,24,46,67,26,20,25,15,25,14,0,14,24,65,63,45,37,8,4,32,52,33,26,54,69,19,41,56,34,67,27,70,38,9,38]
[45,52,43,2,62,0,26,19,26,45,54,22,13,64,18,31,14,2,36,43,49,18,42,16,52,26,18,63,31,53,2,69,6,4,56,52,52,67,11,15,10,36,16,5,9,63,58,52,27,33]
[47,43,4,67,24,11,34,39,43,55,34,1,26,1,17,44,5,61,7,16,54,44,47,52,69,28,60,22,40,5,32,12,42,22,57,39,60,51,8,26,30,58,11,3,5,63,11,48,43,38]
[69,66,61,22,5,37,16,24,10,54,50,65,38,68,1,8,37,68,48,11,14,23,35,58,44,0,38,20,14,63,35,48,0,35,30,27,41,57,33,65,52,62,47,53,33,6,20,50,64,14]
[38,7,38,41,17,23,61,8,68,37,39,5,16,17,67,34,13,14,27,23,6,38,59,69,13,43,27,55,33,11,57,44,21,47,66,20,8,24,59,54,31,25,62,23,30,5,51,1,12,65]
[63,61,18,62,17,40,19,26,34,70,63,44,16,58,18,25,7,19,69,52,65,8,30,49,2,14,1,36,18,69,70,58,37,49,50,59,41,21,25,15,42,52,28,36,49,20,58,42,52,13]
[30,1,17,59,7,5,50,8,52,19,50,5,36,16,17,33,65,28,67,37,52,38,34,67,10,44,16,49,23,49,7,55,53,53,16,60,3,43,12,25,70,46,30,24,28,35,1,70,35,14]
[50,43,53,22,43,47,63,27,14,11,2,51,44,13,8,43,12,63,16,50,61,68,70,52,5,60,25,64,59,23,47,21,41,23,12,17,0,60,32,22,20,33,7,24,6,47,42,66,32,42]
[43,33,17,51,21,0,57,26,51,0,41,58,62,17,11,38,56,24,19,64,31,43,53,18,66,20,49,23,34,10,22,2,21,40,34,24,21,22,5,41,17,70,4,62,32,69,34,69,32,12]
[36,39,23,65,44,5,34,35,3,23,23,37,10,42,38,41,68,30,36,36,11,62,52,51,54,66,39,6,19,24,47,12,32,58,2,25,16,14,56,9,60,39,51,46,44,38,69,8,59,63]
[34,61,33,23,25,70,67,17,45,54,48,66,66,37,1,33,9,29,42,9,55,29,61,13,60,13,35,39,45,64,20,51,22,69,9,41,25,6,55,18,14,68,66,31,48,50,10,34,29,41]
[9,15,68,0,34,6,6,13,48,36,32,64,46,39,26,49,50,21,0,44,17,63,17,36,52,61,31,4,27,38,58,19,20,48,7,55,62,40,4,53,7,22,43,6,57,43,52,13,8,1]
[68,17,39,9,44,9,2,18,25,30,69,2,9,63,46,9,14,15,22,6,41,54,1,1,53,18,21,29,45,22,7,59,54,32,70,7,46,0,61,21,57,3,14,14,3,39,56,70,10,46]
[32,20,2,4,55,9,6,67,68,3,16,49,42,29,21,61,49,49,52,52,22,59,11,2,37,4,23,8,36,18,68,23,56,10,28,23,3,65,26,49,66,44,43,57,25,4,34,55,32,21]
[67,30,69,1,46,54,49,5,19,30,8,55,39,7,26,14,3,59,50,40,2,59,21,57,12,29,9,16,56,8,25,69,25,1,0,65,66,70,58,14,3,52,29,38,49,12,15,9,36,61]
[31,62,45,48,60,54,5,65,35,3,56,26,11,28,66,9,33,9,45,44,38,43,13,56,24,59,20,20,38,36,61,57,65,10,62,5,68,65,70,17,26,61,52,64,67,62,31,39,16,53]
[22,50,63,18,4,1,23,18,23,21,40,44,17,21,4,22,25,57,70,7,47,55,43,12,62,27,38,44,12,22,14,0,55,23,43,30,28,0,53,33,7,1,46,15,43,38,17,58,57,2]
[39,68,42,59,56,66,5,28,43,6,30,48,18,32,57,38,35,48,6,55,41,55,6,46,21,40,67,20,11,50,47,45,40,10,14,43,37,12,53,66,19,18,44,25,52,26,64,37,3,28]
[3,68,9,62,15,44,20,5,3,30,44,25,25,64,41,54,14,63,19,26,61,3,25,9,31,26,53,56,66,21,28,39,4,7,42,28,47,21,28,46,43,30,9,57,24,11,64,68,49,63]
[18,9,24,48,69,33,40,58,16,52,10,42,43,43,44,47,40,58,11,35,32,49,59,35,8,47,8,14,46,27,65,25,51,39,2,41,64,46,66,20,43,43,44,50,2,32,65,36,40,27]
[56,50,13,9,4,26,25,17,48,1,22,25,36,8,51,62,55,21,15,48,29,61,51,9,50,38,0,19,67,61,19,51,22,0,58,54,67,59,57,51,33,40,23,43,6,4,65,51,69,52]
[43,45,50,62,8,66,4,35,3,25,68,16,21,67,36,36,41,31,20,8,51,63,38,45,24,18,25,20,50,28,45,17,25,50,40,32,64,51,46,2,44,41,7,16,4,58,27,51,56,33]
[22,41,66,3,8,22,36,55,0,67,27,38,53,62,32,21,62,6,24,61,63,43,3,5,27,28,57,43,3,40,12,28,68,4,36,38,59,45,25,13,31,37,59,38,40,56,16,18,60,21]
[24,70,20,57,50,63,23,4,23,30,9,31,11,25,44,54,35,50,30,53,33,61,40,8,18,13,19,60,0,6,47,31,29,24,52,21,34,26,22,30,29,60,6,15,19,56,70,4,26,32]
[45,45,65,2,21,24,32,10,22,66,50,62,23,21,63,54,3,70,0,50,64,0,37,1,9,9,33,46,15,49,24,34,52,4,50,57,17,6,67,26,28,38,60,11,25,30,16,48,52,15]
[64,45,25,36,60,19,62,48,23,42,9,13,39,35,37,4,21,58,57,24,57,17,61,50,24,61,41,61,62,64,65,25,2,48,41,61,3,18,15,21,27,28,12,59,2,66,34,1,64,41]
[35,68,70,40,30,0,57,15,70,16,17,5,19,46,48,32,46,19,4,37,34,19,21,69,32,45,61,34,39,69,46,48,63,30,17,7,48,39,46,12,68,0,31,15,52,65,32,69,4,53]
[38,43,45,6,5,0,54,38,38,26,52,33,56,27,38,21,4,5,1,46,65,60,28,1,30,35,32,54,30,32,18,24,33,46,8,43,54,17,10,10,36,17,25,66,14,70,69,70,24,26]
[23,60,56,62,9,17,5,22,6,25,36,18,42,56,70,56,44,48,26,44,56,30,54,30,8,28,37,23,49,64,5,16,52,64,51,42,24,31,58,20,39,38,33,8,39,63,50,4,15,68]
[5,18,47,62,38,4,38,24,18,45,27,70,20,66,25,61,16,48,22,6,32,7,3,63,12,30,20,44,12,69,47,15,13,20,38,52,17,31,43,14,44,6,22,53,36,8,35,43,45,10]
[35,6,37,31,27,3,57,31,46,19,64,46,13,40,57,47,2,13,46,53,41,36,36,47,44,21,26,54,30,24,2,5,11,67,9,3,29,35,50,40,5,59,16,6,64,2,35,16,69,5]
[25,57,67,69,36,12,0,16,9,68,27,24,9,47,61,28,62,36,53,41,14,60,13,11,21,17,54,38,47,48,68,25,60,6,29,69,24,9,65,53,26,61,13,12,29,18,16,13,14,66]
[23,42,32,64,51,70,52,49,5,48,45,65,62,11,32,68,11,13,4,4,60,20,38,69,35,45,3,16,5,34,33,57,58,5,54,10,8,15,37,20,50,22,17,66,16,20,64,11,33,39]
[48,18,44,57,43,36,17,68,51,36,40,45,49,38,29,55,15,7,26,53,16,35,16,9,50,0,62,7,34,61,29,62,18,8,30,48,9,55,10,66,42,20,65,69,30,19,31,38,6,50]
[35,4,29,70,53,63,32,67,44,24,33,62,64,52,67,61,64,12,5,48,19,65,54,29,60,7,63,70,10,29,60,50,51,39,63,20,52,28,7,5,16,15,19,56,35,28,56,45,55,3]
[55,66,32,53,17,27,65,67,18,62,28,36,25,44,57,36,16,62,20,27,18,2,51,69,24,40,50,10,59,26,26,18,50,32,12,50,21,66,8,23,57,30,30,3,41,35,14,26,65,15]
[13,18,45,10,55,0,17,4,9,27,62,38,53,12,23,34,63,10,4,40,7,28,26,24,8,59,63,13,5,10,38,26,15,36,3,22,62,8,66,27,29,38,66,9,10,52,6,36,52,68]
[41,35,33,64,20,70,3,50,48,14,20,48,3,22,44,19,15,38,5,49,60,35,28,48,20,15,37,58,45,38,12,24,25,14,62,28,33,53,43,45,36,27,23,4,3,45,68,28,41,50]
[12,37,2,2,15,0,28,47,1,8,5,49,54,70,65,7,51,45,29,13,48,17,52,27,43,33,66,35,6,46,20,22,41,67,34,27,38,56,12,45,64,36,59,48,43,66,14,8,4,48]
[15,51,4,45,5,16,46,54,33,10,47,58,45,15,36,47,45,70,34,44,19,53,14,67,7,39,37,68,16,5,49,66,22,61,34,69,27,55,53,46,30,46,63,15,28,59,36,4,26,32]
[62,66,65,29,58,7,44,54,56,68,30,15,7,43,9,51,33,59,67,69,67,10,68,23,69,28,47,10,58,70,39,59,26,52,66,32,49,6,37,66,51,46,39,58,55,41,50,32,43,35]
[30,48,2,21,68,31,18,70,23,45,67,55,3,57,41,45,22,12,58,63,31,45,1,52,32,12,22,0,48,15,37,52,48,55,16,44,10,38,54,11,23,59,37,12,28,5,41,42,14,55]
[37,60,7,14,57,62,47,32,18,31,38,37,62,42,36,63,30,52,20,31,28,28,20,21,46,27,30,35,53,35,15,52,2,29,45,15,31,45,56,62,41,46,50,28,51,15,43,42,10,34]
[53,26,31,29,39,50,58,49,16,50,37,67,40,64,66,34,42,8,38,11,47,46,51,19,66,15,42,16,44,1,42,34,59,21,57,12,27,55,61,50,11,68,2,58,36,26,24,24,28,39]
[51,23,14,46,18,36,5,49,62,46,15,23,59,34,58,69,48,60,6,64,4,32,67,16,20,60,63,2,26,8,23,35,8,21,49,21,4,60,67,36,55,44,48,53,17,52,30,62,58,16]
[23,27,8,41,64,51,10,26,42,47,44,14,32,36,28,31,6,35,32,7,55,52,61,40,7,16,12,9,37,27,21,12,11,6,50,21,21,14,2,30,31,5,35,16,1,53,14,3,63,67]
[15,33,4,40,14,69,55,63,55,68,59,11,62,54,10,45,59,37,64,34,50,10,49,30,8,50,57,70,19,17,0,3,60,12,30,35,20,70,2,29,60,38,53,36,7,8,67,69,42,0]
[52,54,34,31,56,53,60,36,48,60,24,30,64,20,25,23,23,66,65,41,2,30,39,18,42,53,12,46,45,57,30,50,18,22,42,8,27,24,17,59,7,37,41,14,7,56,66,50,61,53]
[31,46,33,64,52,48,27,40,64,44,6,33,39,21,62,21,42,16,5,53,3,50,63,29,21,53,62,26,1,53,24,53,48,46,38,57,40,50,7,38,25,45,15,44,56,56,64,22,7,12]
[55,50,58,12,52,65,9,26,69,46,62,11,67,12,39,41,20,65,6,62,29,35,36,23,65,62,9,59,64,22,44,69,50,49,16,32,27,25,0,3,51,45,9,61,44,21,25,35,26,30]
[10,46,0,24,41,24,65,28,62,69,50,13,52,70,37,67,62,55,1,29,27,28,63,48,62,3,31,0,8,39,37,23,15,6,36,26,44,4,39,38,57,63,3,48,1,21,52,39,21,70]
[46,46,63,47,21,32,23,53,54,60,32,24,39,16,64,63,38,54,31,65,36,53,37,69,63,61,27,68,56,1,44,23,12,36,68,67,56,8,58,37,49,36,15,59,5,14,10,9,9,50]
[7,17,41,6,1,21,6,0,67,31,53,13,53,63,57,17,60,48,15,0,8,29,59,25,10,50,17,41,23,51,23,24,67,39,44,68,36,60,51,52,7,2,48,1,22,39,7,48,1,52]
[58,48,1,7,12,40,52,1,63,21,55,39,52,23,68,37,48,21,21,65,44,32,44,65,42,37,31,65,2,33,16,57,35,29,34,28,11,40,58,18,56,43,10,65,42,58,21,10,31,39]
[44,28,41,2,33,30,68,10,6,13,66,54,42,14,43,56,13,5,19,64,23,37,16,29,35,7,48,63,59,60,4,28,26,64,28,57,31,12,26,64,30,70,67,6,46,62,44,15,16,42]
[33,41,6,44,9,47,10,23,31,14,57,0,27,12,49,69,48,3,26,40,28,50,4,65,24,48,53,7,38,16,49,0,9,60,17,59,41,15,53,52,9,51,51,68,55,7,11,45,21,46]
[62,61,9,49,61,33,4,43,15,27,11,27,23,53,9,68,14,43,27,11,57,65,14,15,1,41,23,7,14,37,10,25,5,15,45,25,30,36,56,22,62,65,43,22,1,22,23,67,9,10]
[63,62,43,13,37,55,64,22,6,36,16,2,22,24,13,60,14,27,30,0,57,2,19,59,48,36,53,44,36,30,46,66,38,32,52,37,1,25,7,52,26,14,64,18,24,11,70,16,61,66]
[45,28,9,64,44,47,1,15,2,54,49,2,35,13,23,1,1,59,26,13,36,51,29,10,41,11,10,24,60,14,14,69,15,37,55,69,34,19,47,9,6,48,64,60,5,33,56,49,33,62]
[43,20,41,5,16,56,28,56,58,53,61,67,52,55,59,8,8,32,46,26,10,69,18,69,31,37,64,68,68,61,49,46,70,50,50,7,59,29,38,22,42,42,25,11,41,69,5,66,43,52]
[11,66,9,2,35,15,60,63,47,67,69,25,66,24,10,28,7,59,19,33,10,45,31,27,22,22,66,52,7,44,58,55,11,38,47,63,36,65,7,43,64,63,15,8,8,20,15,50,11,62]
[33,3,24,7,53,22,4,58,39,54,60,4,25,67,26,38,18,69,11,59,8,70,47,69,39,12,58,6,11,60,22,47,50,39,39,30,56,25,51,64,27,33,20,16,45,37,61,65,23,0]
[4,33,1,19,57,57,31,24,39,0,36,45,51,17,11,65,17,56,68,53,64,20,56,11,3,34,22,61,8,50,45,46,13,5,50,13,61,9,69,31,38,14,68,19,24,53,27,63,58,55]
[2,16,3,39,23,57,13,59,31,13,16,26,65,48,21,40,19,41,1,38,53,29,4,47,27,18,48,17,26,30,56,34,40,36,40,39,9,68,48,38,54,61,13,68,36,59,18,5,11,45]
[0,47,12,32,36,18,55,15,0,12,42,34,14,8,19,11,37,61,65,29,68,22,7,44,29,3,67,20,35,34,59,22,59,34,6,17,38,59,16,49,15,59,24,51,13,69,4,62,12,1]
[2,61,8,17,34,29,51,9,8,58,6,45,42,4,36,29,35,46,60,23,67,19,52,43,33,13,67,51,63,19,66,9,0,32,38,14,40,44,46,1,33,4,13,1,62,17,66,70,24,0]
[13,52,28,55,60,68,13,6,69,70,57,56,30,48,62,10,33,65,24,67,16,4,27,62,51,58,34,39,57,51,3,18,53,12,12,5,47,49,1,67,52,12,55,55,36,21,64,42,24,62]
[6,14,36,14,14,25,22,42,29,29,18,33,21,54,63,10,19,68,69,65,61,66,23,4,63,13,35,34,19,7,56,49,52,61,7,23,8,10,49,4,6,22,36,63,13,29,16,62,37,64]
[66,66,29,53,2,56,39,21,68,54,53,46,7,62,70,4,68,4,9,8,17,44,7,5,52,16,35,25,4,0,12,0,61,56,31,33,11,49,63,2,17,12,0,58,5,25,67,16,5,16]
[36,24,9,55,26,37,22,38,70,42,50,67,41,62,30,49,4,11,44,9,24,25,49,35,52,61,45,26,31,70,63,52,48,4,16,57,28,7,68,58,24,46,37,16,34,7,39,23,28,27]
[42,55,0,11,70,67,45,1,20,43,25,5,48,23,8,22,50,64,50,51,26,69,53,50,33,48,39,40,13,5,70,24,43,60,15,68,26,38,23,17,1,50,69,48,68,22,58,59,36,58]
[2,8,21,60,42,20,21,64,16,19,55,31,64,51,63,21,2,53,56,69,15,30,44,4,68,56,54,26,9,10,21,41,47,27,62,54,64,41,9,53,33,2,3,61,3,53,22,68,59,33]
[43,62,6,63,35,33,68,9,57,18,47,68,51,11,50,10,20,34,50,13,29,32,41,55,33,63,61,50,67,18,36,21,8,12,29,22,19,54,4,13,57,37,38,58,22,1,58,29,64,49]
[7,28,35,7,39,50,66,59,0,43,44,60,31,62,68,9,31,59,55,37,34,22,31,11,20,31,45,38,70,67,60,54,5,30,49,41,44,24,25,24,52,66,25,16,69,53,40,3,48,67]
[10,24,36,17,2,46,70,13,21,64,64,21,27,47,69,51,19,7,19,2,4,16,42,17,54,53,25,55,0,66,13,37,33,2,65,18,12,52,15,53,11,31,23,45,31,2,35,2,5,19]
[13,60,69,47,21,16,44,3,69,56,58,67,50,14,66,48,56,69,40,26,22,16,16,54,11,7,33,4,5,64,15,57,14,36,6,47,26,55,37,34,3,5,60,46,47,25,28,2,57,47]
[16,23,29,51,2,61,38,54,6,39,41,8,4,41,17,27,26,30,37,37,32,6,35,55,4,69,47,54,55,37,68,45,43,14,51,14,49,50,66,67,1,46,8,47,59,23,61,23,58,6]
